Start date/time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h),Price Germany/Luxembourg [Euro/MWh],Total (grid consumption) [MWh],Day of the Week
30/09/2022 00:00,4.4,98,0,0,0,1,11.5,349.44,"43,912.50",Friday
30/09/2022 01:00,4.8,94,0,0,0,2,17.4,336.1,"41,843.25",Friday
30/09/2022 02:00,4.3,95,0,0,0,3,16.2,325.03,"41,379.25",Friday
30/09/2022 03:00,3.7,96,0,0,0,0,14.8,322.42,"41,632.75",Friday
30/09/2022 04:00,3.3,96,0,0,0,0,13.7,324.8,"42,968.00",Friday
30/09/2022 05:00,3.2,96,0,0,0,0,15,348.44,"46,405.25",Friday
30/09/2022 06:00,2.8,96,0,0,0,0,13.6,429.99,"53,719.25",Friday
30/09/2022 07:00,3.3,96,0,0,0,0,14.4,524,"58,402.00",Friday
30/09/2022 08:00,5.8,89,0,0,0,0,13.2,538.92,"60,853.25",Friday
30/09/2022 09:00,8.8,82,0,0,0,0,10.8,431.37,"61,230.50",Friday
30/09/2022 10:00,11.5,72,0,0,0,0,5.8,376.35,"61,334.00",Friday
30/09/2022 11:00,13.1,63,0,0,0,1,6,334.17,"61,687.00",Friday
30/09/2022 12:00,14.1,56,0,0,0,1,8.7,279.01,"60,891.50",Friday
30/09/2022 13:00,14.7,53,0,0,0,3,12.1,252.2,"60,128.50",Friday
30/09/2022 14:00,15.1,50,0,0,0,3,16.1,200.03,"58,183.75",Friday
30/09/2022 15:00,14.9,49,0,0,0,2,16.9,195.36,"57,373.50",Friday
30/09/2022 16:00,14.5,54,0,0,0,2,16.8,218.23,"56,772.25",Friday
30/09/2022 17:00,13.4,61,0,0,0,1,15.3,306.61,"56,557.50",Friday
30/09/2022 18:00,10.4,71,0,0,0,1,15.3,365.85,"57,608.50",Friday
30/09/2022 19:00,8.6,79,0,0,0,1,17.9,356.73,"59,214.75",Friday
30/09/2022 20:00,8.3,80,0,0,0,1,23.3,308.23,"56,716.50",Friday
30/09/2022 21:00,7.9,83,0,0,0,0,22.5,192.44,"53,124.25",Friday
30/09/2022 22:00,7.2,87,0,0,0,0,22,164,"50,440.25",Friday
30/09/2022 23:00,7.2,87,0,0,0,3,23.8,91.95,"47,751.50",Friday
01/10/2022 00:00,7.3,85,0,0,0,3,24.4,64.41,"44,918.75",Saturday
01/10/2022 01:00,8.2,82,0,0,0,3,26.9,63.59,"43,142.25",Saturday
01/10/2022 02:00,8,84,0,0,0,3,26.9,50,"42,568.50",Saturday
01/10/2022 03:00,8.3,82,0,0,0,3,29.2,21.48,"42,440.00",Saturday
01/10/2022 04:00,9,77,0,0,0,3,31.4,16.91,"42,655.50",Saturday
01/10/2022 05:00,9.1,76,0,0,0,3,33.2,15.03,"43,649.25",Saturday
01/10/2022 06:00,9.5,74,0,0,0,3,34.8,15.02,"45,665.50",Saturday
01/10/2022 07:00,9.5,79,0.7,0.7,0,53,36.2,23.84,"48,412.00",Saturday
01/10/2022 08:00,9.5,85,1.5,1.5,0,61,42.9,45.02,"51,597.25",Saturday
01/10/2022 09:00,9.9,84,0.6,0.6,0,53,44.3,73.05,"54,295.25",Saturday
01/10/2022 10:00,10.3,85,0.7,0.7,0,53,44.4,109.85,"55,899.50",Saturday
01/10/2022 11:00,10.8,87,0.5,0.5,0,53,45.3,106.77,"57,234.25",Saturday
01/10/2022 12:00,11.8,84,0.2,0.2,0,51,39.8,90,"56,509.50",Saturday
01/10/2022 13:00,13,78,0.1,0.1,0,51,46.1,74.04,"55,367.25",Saturday
01/10/2022 14:00,14,75,0.1,0.1,0,51,44.2,66.16,"53,729.00",Saturday
01/10/2022 15:00,13.2,80,0.3,0.3,0,51,38.5,66.9,"52,546.25",Saturday
01/10/2022 16:00,12.6,85,0.3,0.3,0,51,35.7,69.82,"51,977.25",Saturday
01/10/2022 17:00,12.4,86,0.6,0.6,0,53,38.8,137.8,"52,155.00",Saturday
01/10/2022 18:00,11.7,89,0,0,0,1,36.5,169.32,"52,932.00",Saturday
01/10/2022 19:00,11.1,90,0.1,0.1,0,51,32.6,195.77,"53,852.75",Saturday
01/10/2022 20:00,10.8,91,0,0,0,1,32,180.27,"51,654.00",Saturday
01/10/2022 21:00,10.6,90,0,0,0,1,31.2,144.9,"49,129.75",Saturday
01/10/2022 22:00,10.3,91,0,0,0,1,31.1,110.29,"46,889.00",Saturday
01/10/2022 23:00,10.2,92,0,0,0,1,30.3,77.45,"44,065.00",Saturday
02/10/2022 00:00,10.1,93,0,0,0,1,30.9,64.54,"41,747.50",Sunday
02/10/2022 01:00,9.9,92,0,0,0,1,32.1,64.04,"40,165.75",Sunday
02/10/2022 02:00,10,92,0,0,0,0,32,58.24,"38,928.00",Sunday
02/10/2022 03:00,9.8,93,0,0,0,1,32.7,61.95,"38,583.75",Sunday
02/10/2022 04:00,9.8,93,0,0,0,0,32.7,59.19,"38,785.00",Sunday
02/10/2022 05:00,9.8,93,0,0,0,1,33,59.53,"39,044.25",Sunday
02/10/2022 06:00,9.8,93,0,0,0,1,32.6,59.38,"39,838.00",Sunday
02/10/2022 07:00,10.4,92,0,0,0,1,31.7,59.17,"41,879.00",Sunday
02/10/2022 08:00,11.9,86,0,0,0,2,31.3,85.03,"44,905.25",Sunday
02/10/2022 09:00,13.3,80,0,0,0,3,35.1,92,"47,785.75",Sunday
02/10/2022 10:00,13.1,83,0,0,0,3,30.1,74.15,"49,750.50",Sunday
02/10/2022 11:00,14,78,0.1,0.1,0,51,31.8,62.08,"50,969.25",Sunday
02/10/2022 12:00,15.1,71,0.1,0.1,0,51,28.5,57.47,"51,177.50",Sunday
02/10/2022 13:00,15.3,72,0,0,0,2,24.9,56.37,"49,845.25",Sunday
02/10/2022 14:00,15.8,69,0,0,0,3,28.5,64.55,"48,567.75",Sunday
02/10/2022 15:00,15.4,64,0.1,0.1,0,51,27.8,67.01,"47,896.25",Sunday
02/10/2022 16:00,15.4,63,0,0,0,2,23.3,91.36,"47,290.50",Sunday
02/10/2022 17:00,14.2,68,0.1,0.1,0,51,25.5,192.05,"47,946.50",Sunday
02/10/2022 18:00,12.8,74,0,0,0,2,23.7,280,"49,082.00",Sunday
02/10/2022 19:00,11.6,79,0,0,0,1,23.5,311.72,"50,541.25",Sunday
02/10/2022 20:00,10.5,84,0,0,0,1,24.8,289.98,"48,805.25",Sunday
02/10/2022 21:00,10.1,86,0,0,0,1,25.9,230.47,"46,910.25",Sunday
02/10/2022 22:00,9.8,87,0,0,0,1,24.9,162.7,"45,492.50",Sunday
02/10/2022 23:00,9.3,90,0,0,0,1,23.5,150.92,"43,175.50",Sunday
03/10/2022 00:00,9.2,91,0,0,0,1,25.5,80.84,"40,516.00",Monday
03/10/2022 01:00,9.4,91,0,0,0,1,27.1,94.04,"39,197.25",Monday
03/10/2022 02:00,9.2,93,0,0,0,2,25.9,82.92,"38,224.00",Monday
03/10/2022 03:00,9.4,93,0,0,0,3,24.9,84.27,"37,915.75",Monday
03/10/2022 04:00,9.4,94,0.1,0.1,0,51,24.9,95.21,"38,430.25",Monday
03/10/2022 05:00,10,93,0.1,0.1,0,51,23.9,126.95,"39,210.75",Monday
03/10/2022 06:00,9.8,94,0,0,0,3,24,192.68,"39,781.25",Monday
03/10/2022 07:00,10.6,90,0,0,0,3,23.8,279.94,"40,691.25",Monday
03/10/2022 08:00,11.3,85,0,0,0,3,24.4,304.1,"43,201.00",Monday
03/10/2022 09:00,12.2,82,0,0,0,3,24.5,243.02,"45,697.75",Monday
03/10/2022 10:00,13.2,76,0,0,0,3,26.2,193.73,"48,092.00",Monday
03/10/2022 11:00,14.1,68,0,0,0,3,26.4,117.1,"50,176.75",Monday
03/10/2022 12:00,14.9,63,0,0,0,3,24.9,100,"50,611.25",Monday
03/10/2022 13:00,14.5,64,0,0,0,3,23.2,121.96,"48,549.50",Monday
03/10/2022 14:00,14.8,61,0,0,0,3,22.8,83.43,"47,414.00",Monday
03/10/2022 15:00,14.9,61,0,0,0,3,22.3,140.3,"46,395.50",Monday
03/10/2022 16:00,14.6,63,0,0,0,2,17.7,204.07,"45,782.75",Monday
03/10/2022 17:00,13.9,67,0,0,0,3,17.9,322.59,"47,560.50",Monday
03/10/2022 18:00,12.6,72,0,0,0,3,19.2,391.11,"49,231.50",Monday
03/10/2022 19:00,10.9,80,0,0,0,3,20.7,466.62,"51,204.75",Monday
03/10/2022 20:00,10.2,84,0,0,0,3,20.7,379.85,"49,457.50",Monday
03/10/2022 21:00,9.5,89,0,0,0,3,18.5,321.3,"47,352.25",Monday
03/10/2022 22:00,8.9,91,0,0,0,3,16.8,318.42,"45,888.25",Monday
03/10/2022 23:00,8.4,92,0,0,0,3,17,279.93,"43,328.50",Monday
04/10/2022 00:00,8.2,93,0,0,0,0,17.7,205.48,"41,254.50",Tuesday
04/10/2022 01:00,7.9,94,0,0,0,0,18,188.59,"40,107.00",Tuesday
04/10/2022 02:00,7.2,96,0,0,0,1,18.4,187.67,"39,464.75",Tuesday
04/10/2022 03:00,6.9,96,0,0,0,2,18.9,169.1,"39,625.75",Tuesday
04/10/2022 04:00,7.6,94,0,0,0,3,18,187.69,"41,001.50",Tuesday
04/10/2022 05:00,7.9,92,0,0,0,3,17.1,196.92,"44,534.00",Tuesday
04/10/2022 06:00,8.2,91,0,0,0,3,16.4,329.97,"52,360.00",Tuesday
04/10/2022 07:00,8.1,92,0,0,0,3,15.3,427.5,"57,873.25",Tuesday
04/10/2022 08:00,9.2,89,0,0,0,3,18.9,497.39,"60,196.75",Tuesday
04/10/2022 09:00,11.2,83,0,0,0,3,14,317.09,"60,652.50",Tuesday
04/10/2022 10:00,13.4,75,0,0,0,3,10.4,258.9,"61,294.25",Tuesday
04/10/2022 11:00,14.6,66,0,0,0,3,14.3,217.24,"62,167.50",Tuesday
04/10/2022 12:00,15.5,62,0,0,0,1,14.3,161.91,"61,929.25",Tuesday
04/10/2022 13:00,16,64,0,0,0,1,14.3,150.69,"61,094.25",Tuesday
04/10/2022 14:00,16.7,62,0,0,0,0,14.3,140.07,"59,678.50",Tuesday
04/10/2022 15:00,16.8,60,0,0,0,0,15.6,144.08,"58,855.75",Tuesday
04/10/2022 16:00,16.4,60,0,0,0,0,17.9,182.98,"57,360.50",Tuesday
04/10/2022 17:00,15.1,68,0,0,0,0,18.1,261.1,"57,450.75",Tuesday
04/10/2022 18:00,12.7,75,0,0,0,2,22.9,376.44,"58,371.00",Tuesday
04/10/2022 19:00,12,76,0,0,0,3,26,447.11,"60,658.50",Tuesday
04/10/2022 20:00,11.4,78,0,0,0,3,26.4,319.09,"58,402.75",Tuesday
04/10/2022 21:00,10.9,81,0,0,0,3,26.5,229.25,"55,135.50",Tuesday
04/10/2022 22:00,10.6,83,0,0,0,2,26.6,176.97,"52,037.25",Tuesday
04/10/2022 23:00,10.4,83,0,0,0,3,27.2,138.12,"48,383.25",Tuesday
05/10/2022 00:00,10.8,80,0,0,0,3,29.4,139.99,"46,176.25",Wednesday
05/10/2022 01:00,10.8,81,0,0,0,3,31.4,103.36,"44,629.00",Wednesday
05/10/2022 02:00,9.8,87,0,0,0,3,30.6,96.27,"43,907.25",Wednesday
05/10/2022 03:00,9.4,89,0,0,0,3,30,89.09,"44,168.00",Wednesday
05/10/2022 04:00,8.9,91,0,0,0,3,26,109.9,"45,530.75",Wednesday
05/10/2022 05:00,8.6,91,0,0,0,3,26.9,82.67,"48,616.75",Wednesday
05/10/2022 06:00,8.7,91,0,0,0,3,27,178,"55,747.25",Wednesday
05/10/2022 07:00,9.1,90,0,0,0,3,27.7,226.24,"60,964.25",Wednesday
05/10/2022 08:00,11,83,0,0,0,3,30.1,225,"63,501.50",Wednesday
05/10/2022 09:00,12.8,80,0,0,0,3,22.7,190.5,"64,040.75",Wednesday
05/10/2022 10:00,14.9,76,0,0,0,3,23.2,107.23,"64,817.75",Wednesday
05/10/2022 11:00,16.8,71,0,0,0,2,41.1,58.01,"65,289.25",Wednesday
05/10/2022 12:00,16.7,72,0,0,0,2,38.2,36.23,"65,097.25",Wednesday
05/10/2022 13:00,17.2,66,0,0,0,1,31.2,3.91,"63,764.50",Wednesday
05/10/2022 14:00,18,63,0,0,0,1,33.4,0.38,"62,770.00",Wednesday
05/10/2022 15:00,17.9,65,0,0,0,0,33.7,12.46,"62,039.25",Wednesday
05/10/2022 16:00,17.1,69,0,0,0,1,31.7,59.83,"60,635.25",Wednesday
05/10/2022 17:00,16.4,70,0,0,0,2,30,112.43,"59,660.25",Wednesday
05/10/2022 18:00,15.4,72,0,0,0,3,31.2,183.75,"59,746.75",Wednesday
05/10/2022 19:00,15.1,74,0,0,0,2,33.6,170.06,"62,397.75",Wednesday
05/10/2022 20:00,15.2,78,0,0,0,0,36.2,108.51,"60,944.50",Wednesday
05/10/2022 21:00,15.7,81,0,0,0,0,40.3,63.84,"57,549.75",Wednesday
05/10/2022 22:00,16.3,83,0,0,0,0,40.3,63.92,"53,970.75",Wednesday
05/10/2022 23:00,16.7,81,0,0,0,1,40.8,54.98,"50,377.75",Wednesday
06/10/2022 00:00,15.7,82,0,0,0,0,35.6,0.93,"47,169.00",Thursday
06/10/2022 01:00,15.6,81,0,0,0,1,33.6,0.39,"46,535.75",Thursday
06/10/2022 02:00,15,83,0,0,0,1,31.6,0.1,"44,997.50",Thursday
06/10/2022 03:00,15.9,79,0,0,0,3,34.7,0.49,"45,253.00",Thursday
06/10/2022 04:00,16,77,0,0,0,3,32.3,0.5,"45,921.50",Thursday
06/10/2022 05:00,15.5,77,0,0,0,3,26.8,36.01,"49,499.25",Thursday
06/10/2022 06:00,14.8,77,0,0,0,2,24.9,90.1,"56,511.50",Thursday
06/10/2022 07:00,13.6,78,0,0,0,1,26.1,148.09,"60,944.50",Thursday
06/10/2022 08:00,13.6,74,0,0,0,0,24.5,149.11,"63,164.75",Thursday
06/10/2022 09:00,14.1,69,0,0,0,1,25.9,72.97,"64,182.25",Thursday
06/10/2022 10:00,14.6,66,0,0,0,1,22.3,62.9,"65,066.75",Thursday
06/10/2022 11:00,15.3,61,0,0,0,2,19.9,9.23,"64,718.00",Thursday
06/10/2022 12:00,15.8,58,0,0,0,3,18.2,8.54,"64,139.50",Thursday
06/10/2022 13:00,16.3,53,0,0,0,2,18.1,9.04,"62,703.25",Thursday
06/10/2022 14:00,16.4,51,0,0,0,0,18.2,33.29,"61,297.00",Thursday
06/10/2022 15:00,16.4,51,0,0,0,0,17.4,61.25,"60,470.25",Thursday
06/10/2022 16:00,15.9,53,0,0,0,0,17.3,72.65,"58,866.00",Thursday
06/10/2022 17:00,14.5,61,0,0,0,0,16.1,190.83,"58,964.50",Thursday
06/10/2022 18:00,11.6,70,0,0,0,0,17.3,297.27,"59,794.75",Thursday
06/10/2022 19:00,10.3,74,0,0,0,0,17.8,360.08,"62,008.50",Thursday
06/10/2022 20:00,9.1,80,0,0,0,0,16.8,274.09,"59,371.25",Thursday
06/10/2022 21:00,8.2,85,0,0,0,0,16.4,190.56,"55,767.50",Thursday
06/10/2022 22:00,7.6,87,0,0,0,0,16.6,175.38,"52,105.50",Thursday
06/10/2022 23:00,7.1,89,0,0,0,0,14.8,175.37,"48,574.50",Thursday
07/10/2022 00:00,6.2,92,0,0,0,0,12.3,178.95,"45,721.50",Friday
07/10/2022 01:00,5.8,92,0,0,0,0,13.6,145.4,"44,112.50",Friday
07/10/2022 02:00,4.7,93,0,0,0,0,13,145.73,"43,108.25",Friday
07/10/2022 03:00,4.4,93,0,0,0,0,12.2,148.52,"43,283.00",Friday
07/10/2022 04:00,3.8,94,0,0,0,0,10.1,151,"44,658.75",Friday
07/10/2022 05:00,3.3,94,0,0,0,0,11.3,172.83,"47,942.00",Friday
07/10/2022 06:00,3.1,93,0,0,0,0,12.4,209.57,"55,269.75",Friday
07/10/2022 07:00,4.2,91,0,0,0,0,14.1,301.66,"60,006.00",Friday
07/10/2022 08:00,7.8,81,0,0,0,0,15,250.11,"62,473.50",Friday
07/10/2022 09:00,10.8,76,0,0,0,0,16.1,188.96,"62,846.50",Friday
07/10/2022 10:00,13.2,70,0,0,0,0,9.1,160.65,"63,513.25",Friday
07/10/2022 11:00,15,64,0,0,0,0,10.4,76.4,"64,298.00",Friday
07/10/2022 12:00,16.2,61,0,0,0,0,11.3,66.64,"63,652.75",Friday
07/10/2022 13:00,17,60,0,0,0,0,14,64.02,"62,750.25",Friday
07/10/2022 14:00,17.9,58,0,0,0,0,13,64.9,"60,341.50",Friday
07/10/2022 15:00,18.2,57,0,0,0,0,14.8,72.71,"58,573.50",Friday
07/10/2022 16:00,17.7,61,0,0,0,0,15.1,143.89,"56,786.25",Friday
07/10/2022 17:00,15.4,77,0,0,0,2,12.4,205.28,"57,146.00",Friday
07/10/2022 18:00,12.7,84,0,0,0,3,15.6,252.56,"58,201.75",Friday
07/10/2022 19:00,12.2,86,0,0,0,3,21.3,289.47,"59,713.25",Friday
07/10/2022 20:00,11.4,90,0,0,0,3,21.3,197.57,"56,295.00",Friday
07/10/2022 21:00,11.2,91,0,0,0,3,21.4,155.02,"52,505.00",Friday
07/10/2022 22:00,11.3,92,0,0,0,3,22.2,169.49,"49,521.75",Friday
07/10/2022 23:00,11.1,92,0,0,0,3,23.3,122.03,"46,475.50",Friday
08/10/2022 00:00,11.2,93,0,0,0,3,22.1,131.32,"43,908.75",Saturday
08/10/2022 01:00,11.8,92,0,0,0,3,23.5,114.67,"42,327.75",Saturday
08/10/2022 02:00,11.2,94,0,0,0,3,25.2,117.62,"41,167.25",Saturday
08/10/2022 03:00,11.1,94,0,0,0,3,25.3,121.91,"41,177.25",Saturday
08/10/2022 04:00,10.4,94,0,0,0,3,23.4,119.99,"41,222.50",Saturday
08/10/2022 05:00,10.2,92,0,0,0,2,22.8,130.05,"41,810.00",Saturday
08/10/2022 06:00,9.2,93,0,0,0,1,25.6,116.89,"43,612.00",Saturday
08/10/2022 07:00,8.9,92,0,0,0,0,26.1,142.86,"45,913.50",Saturday
08/10/2022 08:00,10.4,86,0,0,0,0,26.4,167.72,"49,267.75",Saturday
08/10/2022 09:00,12.2,79,0,0,0,1,22.2,191.09,"51,735.00",Saturday
08/10/2022 10:00,13.6,72,0,0,0,3,24.5,165.29,"53,309.75",Saturday
08/10/2022 11:00,13.4,73,0,0,0,3,26.4,106.03,"54,936.00",Saturday
08/10/2022 12:00,12.8,76,0.1,0.1,0,51,23.1,68.36,"55,167.00",Saturday
08/10/2022 13:00,12.5,84,0,0,0,2,24.5,49.58,"53,369.75",Saturday
08/10/2022 14:00,13,84,0.1,0.1,0,51,21.3,45.91,"51,925.75",Saturday
08/10/2022 15:00,14.1,69,0,0,0,1,23.1,78.34,"51,215.50",Saturday
08/10/2022 16:00,13.7,64,0.1,0.1,0,51,25.8,76.42,"50,738.50",Saturday
08/10/2022 17:00,12.8,64,0,0,0,1,21.7,166.4,"50,639.75",Saturday
08/10/2022 18:00,10.7,70,0,0,0,1,22.2,244.64,"51,818.75",Saturday
08/10/2022 19:00,9.8,73,0,0,0,0,23.7,302.03,"53,314.25",Saturday
08/10/2022 20:00,8.9,77,0,0,0,0,21.7,229.95,"50,436.75",Saturday
08/10/2022 21:00,8,81,0,0,0,0,20.5,231.06,"47,826.75",Saturday
08/10/2022 22:00,7.2,85,0,0,0,0,19.4,189.32,"45,646.75",Saturday
08/10/2022 23:00,6.4,88,0,0,0,2,17.3,180.66,"42,773.00",Saturday
09/10/2022 00:00,5.8,91,0,0,0,1,15.9,216.13,"40,249.75",Sunday
09/10/2022 01:00,5.2,92,0,0,0,0,14.1,195.02,"38,859.75",Sunday
09/10/2022 02:00,4.4,94,0,0,0,1,13.1,189.41,"37,534.00",Sunday
09/10/2022 03:00,3.9,95,0,0,0,0,11.4,162.1,"37,396.75",Sunday
09/10/2022 04:00,3.3,96,0,0,0,0,8.6,141.95,"37,317.00",Sunday
09/10/2022 05:00,2.7,97,0,0,0,0,5.8,147.12,"37,709.25",Sunday
09/10/2022 06:00,2.5,97,0,0,0,0,4.3,153,"37,930.25",Sunday
09/10/2022 07:00,2.9,95,0,0,0,0,1.1,195.68,"39,125.75",Sunday
09/10/2022 08:00,5.3,92,0,0,0,0,5.1,196.7,"42,399.50",Sunday
09/10/2022 09:00,8.1,85,0,0,0,0,9.2,150.85,"45,369.25",Sunday
09/10/2022 10:00,10.7,76,0,0,0,0,8.4,116,"47,370.75",Sunday
09/10/2022 11:00,12.6,68,0,0,0,0,13.2,87.69,"49,232.50",Sunday
09/10/2022 12:00,13.7,61,0,0,0,1,15.6,60.1,"48,582.25",Sunday
09/10/2022 13:00,14.4,61,0,0,0,0,15.8,51.6,"46,895.00",Sunday
09/10/2022 14:00,15,57,0,0,0,0,16.1,56.51,"45,336.25",Sunday
09/10/2022 15:00,15.1,56,0,0,0,0,17.4,80.09,"44,541.75",Sunday
09/10/2022 16:00,14.7,57,0,0,0,0,19.7,132.38,"43,985.50",Sunday
09/10/2022 17:00,13.2,63,0,0,0,0,21.4,183.08,"45,397.25",Sunday
09/10/2022 18:00,11,70,0,0,0,0,24.9,198.84,"48,226.75",Sunday
09/10/2022 19:00,9.9,75,0,0,0,0,26.3,258.74,"49,845.50",Sunday
09/10/2022 20:00,8.7,82,0,0,0,0,23.9,178.58,"48,616.75",Sunday
09/10/2022 21:00,7.5,88,0,0,0,0,21.5,147.61,"47,338.25",Sunday
09/10/2022 22:00,6.6,89,0,0,0,0,20.7,122.35,"47,381.00",Sunday
09/10/2022 23:00,5.6,91,0,0,0,0,18.3,99.86,"44,818.25",Sunday
10/10/2022 00:00,4.4,94,0,0,0,0,15.5,69.37,"43,381.75",Monday
10/10/2022 01:00,4.2,93,0,0,0,0,10.2,70.87,"42,464.50",Monday
10/10/2022 02:00,3.3,95,0,0,0,0,9.8,70.83,"41,975.75",Monday
10/10/2022 03:00,4.1,93,0,0,0,0,10.5,70.89,"42,514.75",Monday
10/10/2022 04:00,4.1,94,0,0,0,0,6.9,80.67,"44,102.00",Monday
10/10/2022 05:00,3.9,94,0,0,0,0,4.3,141.4,"47,787.75",Monday
10/10/2022 06:00,5.6,87,0,0,0,0,6.6,167.79,"54,846.00",Monday
10/10/2022 07:00,5.5,88,0,0,0,0,10.3,227.26,"60,294.50",Monday
10/10/2022 08:00,7.5,85,0,0,0,0,15.6,266.36,"62,980.25",Monday
10/10/2022 09:00,10.4,79,0,0,0,0,12.5,217.18,"63,532.75",Monday
10/10/2022 10:00,12.8,74,0,0,0,0,10.5,165.03,"63,967.75",Monday
10/10/2022 11:00,14.9,69,0,0,0,0,14.8,160.58,"64,141.00",Monday
10/10/2022 12:00,16.7,67,0,0,0,0,17.6,133.46,"63,490.50",Monday
10/10/2022 13:00,18,63,0,0,0,2,19.6,131.08,"62,662.50",Monday
10/10/2022 14:00,18.5,61,0,0,0,3,24.1,131.17,"61,279.25",Monday
10/10/2022 15:00,18.5,60,0,0,0,3,24.6,139.37,"60,392.00",Monday
10/10/2022 16:00,17.7,61,0,0,0,3,25.4,158.86,"59,564.25",Monday
10/10/2022 17:00,15.8,66,0,0,0,3,26.2,210.58,"60,162.75",Monday
10/10/2022 18:00,14,71,0,0,0,2,26.5,247.81,"61,898.00",Monday
10/10/2022 19:00,12.9,78,0,0,0,2,24.7,276.74,"62,731.00",Monday
10/10/2022 20:00,12.1,84,0,0,0,3,25.1,227.97,"59,400.00",Monday
10/10/2022 21:00,12.3,86,0,0,0,3,23.6,197.78,"55,901.50",Monday
10/10/2022 22:00,13,85,0,0,0,3,21,167.77,"52,390.25",Monday
10/10/2022 23:00,12.6,83,0,0,0,3,24.3,159.34,"48,885.75",Monday
11/10/2022 00:00,12.2,85,0,0,0,1,19.3,155,"46,218.75",Tuesday
11/10/2022 01:00,10.8,92,0,0,0,0,20.5,174.3,"44,787.75",Tuesday
11/10/2022 02:00,9.7,93,0,0,0,0,20.6,174.3,"43,517.00",Tuesday
11/10/2022 03:00,9.1,94,0,0,0,0,19.5,171.54,"43,548.50",Tuesday
11/10/2022 04:00,8.1,96,0,0,0,0,17.2,170.13,"44,979.50",Tuesday
11/10/2022 05:00,7.2,97,0,0,0,0,15.5,169.2,"47,983.50",Tuesday
11/10/2022 06:00,6.5,98,0,0,0,0,14,253.98,"55,037.00",Tuesday
11/10/2022 07:00,6.7,99,0,0,0,0,12.7,299.91,"60,452.00",Tuesday
11/10/2022 08:00,7.6,98,0,0,0,1,10.4,348.98,"62,630.00",Tuesday
11/10/2022 09:00,8.3,95,0,0,0,1,9.4,300.72,"62,689.75",Tuesday
11/10/2022 10:00,9.7,88,0,0,0,2,7,258.72,"63,610.75",Tuesday
11/10/2022 11:00,11.4,76,0,0,0,2,5.1,239.35,"64,802.75",Tuesday
11/10/2022 12:00,12.5,66,0,0,0,2,3.6,206.75,"64,529.50",Tuesday
11/10/2022 13:00,13.6,60,0,0,0,2,3.9,203.35,"63,276.75",Tuesday
11/10/2022 14:00,14,57,0,0,0,3,4.9,207.92,"61,623.75",Tuesday
11/10/2022 15:00,14,54,0,0,0,3,6.1,225.26,"59,645.75",Tuesday
11/10/2022 16:00,13.6,56,0,0,0,3,7.9,258.95,"58,692.00",Tuesday
11/10/2022 17:00,11.5,69,0,0,0,3,12,323.9,"58,544.50",Tuesday
11/10/2022 18:00,9.1,72,0,0,0,2,14.8,442.72,"59,578.00",Tuesday
11/10/2022 19:00,7.9,76,0,0,0,1,14.7,484.75,"60,978.25",Tuesday
11/10/2022 20:00,6.6,82,0,0,0,0,14.3,351.65,"57,688.75",Tuesday
11/10/2022 21:00,5.6,86,0,0,0,0,11.6,295.02,"53,865.00",Tuesday
11/10/2022 22:00,5.1,88,0,0,0,0,12,262.03,"50,315.25",Tuesday
11/10/2022 23:00,5.3,86,0,0,0,0,12.8,258.54,"46,470.00",Tuesday
12/10/2022 00:00,5.8,84,0,0,0,0,10.1,236.57,"43,998.25",Wednesday
12/10/2022 01:00,5.3,86,0,0,0,0,7.7,222.21,"42,640.75",Wednesday
12/10/2022 02:00,2.9,92,0,0,0,0,6.8,207.56,"41,826.25",Wednesday
12/10/2022 03:00,1.9,96,0,0,0,0,9,198.99,"42,348.00",Wednesday
12/10/2022 04:00,1.9,97,0,0,0,0,10.9,219.9,"43,757.75",Wednesday
12/10/2022 05:00,2,97,0,0,0,0,10.5,240.68,"46,916.25",Wednesday
12/10/2022 06:00,1.9,98,0,0,0,1,9.7,307.75,"54,024.00",Wednesday
12/10/2022 07:00,1.3,100,0,0,0,1,10.6,480.12,"59,159.75",Wednesday
12/10/2022 08:00,4.2,95,0,0,0,1,12.9,479.3,"61,301.75",Wednesday
12/10/2022 09:00,6.9,87,0,0,0,2,14.3,334.03,"61,754.75",Wednesday
12/10/2022 10:00,9.5,78,0,0,0,2,9,283.73,"62,214.25",Wednesday
12/10/2022 11:00,11.7,71,0,0,0,2,8.3,232.08,"62,903.75",Wednesday
12/10/2022 12:00,13.3,66,0,0,0,1,7.6,213.64,"62,191.50",Wednesday
12/10/2022 13:00,13.9,67,0,0,0,1,9,217.9,"61,329.00",Wednesday
12/10/2022 14:00,14.3,67,0,0,0,1,6.7,217.58,"59,685.50",Wednesday
12/10/2022 15:00,14.3,67,0,0,0,0,7.9,224.31,"58,575.75",Wednesday
12/10/2022 16:00,13.8,69,0,0,0,2,10.5,241.53,"57,563.25",Wednesday
12/10/2022 17:00,12.4,84,0,0,0,3,10.2,295.09,"58,198.75",Wednesday
12/10/2022 18:00,12.4,74,0,0,0,2,9.9,378.4,"59,903.00",Wednesday
12/10/2022 19:00,9.4,86,0,0,0,2,12,479.97,"61,382.50",Wednesday
12/10/2022 20:00,7.3,92,0,0,0,1,13.5,324.38,"58,191.75",Wednesday
