time,temperature_2m (øC),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h)
2025-01-31T04:00,3.7,93,0.4,0.4,0,51,24.1
2025-01-31T05:00,3.2,97,0.1,0.1,0,51,24.5
2025-01-31T06:00,2.6,98,0,0,0,3,25.5
2025-01-31T07:00,2.4,98,0,0,0,3,29.3
2025-01-31T08:00,2.3,96,0,0,0,3,28.7
2025-01-31T09:00,2.5,93,0,0,0,3,23.4
2025-01-31T10:00,2.7,90,0,0,0,3,24.1
2025-01-31T11:00,3.2,85,0,0,0,3,26.3
2025-01-31T12:00,4,80,0,0,0,3,29.2
2025-01-31T13:00,4.8,73,0,0,0,3,31
2025-01-31T14:00,5.2,70,0.1,0.1,0,51,27.9
2025-01-31T15:00,5.6,67,0,0,0,3,27.5
2025-01-31T16:00,5.4,67,0,0,0,3,26.7
2025-01-31T17:00,5.1,71,0,0,0,3,26.7
2025-01-31T18:00,4.9,72,0,0,0,3,27.7
2025-01-31T19:00,4.6,75,0,0,0,3,26.3
2025-01-31T20:00,4.3,76,0,0,0,1,26.8
2025-01-31T21:00,3.7,78,0,0,0,3,27.4
2025-01-31T22:00,3.3,80,0,0,0,3,26.8
2025-01-31T23:00,2.9,82,0,0,0,1,26.5
2025-02-01T00:00,2.3,85,0,0,0,1,25.4
2025-02-01T01:00,2,87,0,0,0,0,24
2025-02-01T02:00,2.7,85,0,0,0,0,21.5
2025-02-01T03:00,1.6,89,0,0,0,1,20.4
2025-02-01T04:00,1,91,0,0,0,3,18.2
2025-02-01T05:00,0.7,92,0,0,0,3,17.3
2025-02-01T06:00,0.5,92,0,0,0,3,17.6
2025-02-01T07:00,0.7,92,0,0,0,3,16
2025-02-01T08:00,0.9,92,0,0,0,3,15.4
2025-02-01T09:00,1.3,91,0,0,0,3,16.4
2025-02-01T10:00,1.9,90,0,0,0,3,10.1
2025-02-01T11:00,2.5,88,0,0,0,3,7.9
2025-02-01T12:00,3.2,85,0,0,0,3,8.4
2025-02-01T13:00,3.8,82,0,0,0,3,9.2
2025-02-01T14:00,3.8,85,0,0,0,3,11.2
2025-02-01T15:00,3.8,84,0,0,0,3,11
2025-02-01T16:00,3.6,86,0,0,0,3,10.4
2025-02-01T17:00,3.3,88,0,0,0,3,10.9
2025-02-01T18:00,3.1,90,0,0,0,3,12.3
2025-02-01T19:00,2.9,90,0,0,0,3,13.3
2025-02-01T20:00,2.6,91,0,0,0,3,12.8
2025-02-01T21:00,2.3,91,0,0,0,3,14.8
2025-02-01T22:00,1.9,91,0,0,0,1,15.7
2025-02-01T23:00,0.5,90,0,0,0,1,13
2025-02-02T00:00,-0.5,91,0,0,0,0,12.6
2025-02-02T01:00,-0.8,90,0,0,0,0,13.4
2025-02-02T02:00,1.8,77,0,0,0,2,14.2
2025-02-02T03:00,1.2,79,0,0,0,3,14.5
2025-02-02T04:00,0.7,81,0,0,0,3,15.2
2025-02-02T05:00,0.8,84,0,0,0,3,15.4
2025-02-02T06:00,0.9,89,0,0,0,3,13.6
2025-02-02T07:00,1.2,92,0,0,0,3,13.7
2025-02-02T08:00,1.4,92,0,0,0,3,11.3
2025-02-02T09:00,1.8,89,0,0,0,3,8.9
2025-02-02T10:00,2.2,83,0,0,0,3,5.3
2025-02-02T11:00,2.9,80,0,0,0,3,3.2
2025-02-02T12:00,3.4,77,0,0,0,3,3.4
2025-02-02T13:00,3.9,74,0,0,0,3,5
2025-02-02T14:00,3,87,0,0,0,3,9.2
2025-02-02T15:00,2.7,87,0,0,0,3,9.5
2025-02-02T16:00,2.6,87,0,0,0,3,6.7
2025-02-02T17:00,2.3,90,0,0,0,3,7.7
2025-02-02T18:00,2.1,91,0,0,0,3,8.5
2025-02-02T19:00,2,92,0,0,0,3,9.8
2025-02-02T20:00,1.9,92,0,0,0,3,9.4
2025-02-02T21:00,1.5,94,0,0,0,3,8.9
2025-02-02T22:00,0.8,96,0,0,0,3,8.1
2025-02-02T23:00,0.4,97,0,0,0,3,6.7
2025-02-03T00:00,0.3,99,0,0,0,3,4.4
2025-02-03T01:00,0.1,99,0,0,0,1,0.5
2025-02-03T02:00,0.6,96,0,0,0,0,2.1
2025-02-03T03:00,0.1,97,0,0,0,0,0.8
2025-02-03T04:00,-0.2,98,0,0,0,2,3.8
2025-02-03T05:00,-0.5,99,0,0,0,2,5.2
2025-02-03T06:00,-1,99,0,0,0,3,6
2025-02-03T07:00,-1.4,99,0,0,0,3,6.8
2025-02-03T08:00,-1.8,99,0,0,0,3,5
2025-02-03T09:00,-1.6,98,0,0,0,3,6.9
2025-02-03T10:00,-0.2,98,0,0,0,3,10.1
2025-02-03T11:00,0.7,99,0,0,0,3,7.6
2025-02-03T12:00,2.5,90,0,0,0,3,7.6
2025-02-03T13:00,3.3,80,0,0,0,0,7.4
2025-02-03T14:00,3.3,79,0,0,0,0,6.4
2025-02-03T15:00,3.5,76,0,0,0,0,7.8
2025-02-03T16:00,2.5,84,0,0,0,0,9.2
2025-02-03T17:00,0.8,85,0,0,0,0,12.8
2025-02-03T18:00,0.6,82,0,0,0,0,17.6
2025-02-03T19:00,0.2,79,0,0,0,0,18.3
2025-02-03T20:00,-0.2,79,0,0,0,0,18.5
2025-02-03T21:00,-0.9,82,0,0,0,0,15
2025-02-03T22:00,-1.2,82,0,0,0,0,14.9
2025-02-03T23:00,-1.5,82,0,0,0,0,14.7
2025-02-04T00:00,-1.8,83,0,0,0,0,13.4
2025-02-04T01:00,-2,84,0,0,0,0,13.2
2025-02-04T02:00,-2.4,87,0,0,0,0,13.6
2025-02-04T03:00,-2.7,88,0,0,0,0,12.5
2025-02-04T04:00,-3,89,0,0,0,1,11.6
2025-02-04T05:00,-3.1,89,0,0,0,1,13.8
2025-02-04T06:00,-3.3,90,0,0,0,0,16.2
2025-02-04T07:00,-3.5,90,0,0,0,0,15.1
2025-02-04T08:00,-3.6,90,0,0,0,0,14.9
2025-02-04T09:00,-2.6,88,0,0,0,0,16.6
2025-02-04T10:00,-0.8,80,0,0,0,0,18.4
2025-02-04T11:00,1.2,71,0,0,0,0,7.6
2025-02-04T12:00,2.9,64,0,0,0,0,7.6
2025-02-04T13:00,3.9,64,0,0,0,0,7
2025-02-04T14:00,4.1,64,0,0,0,0,6.7
2025-02-04T15:00,4,67,0,0,0,0,6.7
2025-02-04T16:00,2.6,76,0,0,0,0,10
2025-02-04T17:00,1,77,0,0,0,0,15.3
2025-02-04T18:00,0.7,75,0,0,0,0,18.6
2025-02-04T19:00,0.2,75,0,0,0,0,19.4
2025-02-04T20:00,-0.2,73,0,0,0,0,19.5
2025-02-04T21:00,-0.8,73,0,0,0,0,18.2
2025-02-04T22:00,-1.3,74,0,0,0,0,17.3
2025-02-04T23:00,-1.9,77,0,0,0,0,17.4
2025-02-05T00:00,-2.3,80,0,0,0,0,16.8
2025-02-05T01:00,-2.5,81,0,0,0,0,16
2025-02-05T02:00,-2.1,86,0,0,0,0,15
2025-02-05T03:00,-2.3,87,0,0,0,0,17.3
2025-02-05T04:00,-2.4,88,0,0,0,0,17.7
2025-02-05T05:00,-2.5,89,0,0,0,1,17.4
2025-02-05T06:00,-2.5,88,0,0,0,0,18.1
2025-02-05T07:00,-2.1,87,0,0,0,0,21.6
2025-02-05T08:00,-1.8,87,0,0,0,3,22.6
2025-02-05T09:00,0,81,0,0,0,3,23.9
2025-02-05T10:00,1.1,79,0,0,0,3,27.2
2025-02-05T11:00,1.4,81,0,0,0,3,25.6
2025-02-05T12:00,3.2,80,0,0,0,3,19.5
2025-02-05T13:00,3.8,81,0,0,0,3,15.2
2025-02-05T14:00,3.5,85,0,0,0,3,19.5
2025-02-05T15:00,3.5,87,0,0,0,3,19.3
2025-02-05T16:00,3.3,89,0,0,0,3,19.9
2025-02-05T17:00,2.8,92,0,0,0,3,19.9
2025-02-05T18:00,2.5,94,0,0,0,3,20.5
2025-02-05T19:00,2.3,95,0,0,0,3,19.4
2025-02-05T20:00,2.3,95,0,0,0,3,19.1
2025-02-05T21:00,2.2,96,0,0,0,3,19.7
2025-02-05T22:00,2.1,96,0,0,0,3,19.4
2025-02-05T23:00,2,97,0,0,0,3,18.7
2025-02-06T00:00,1.9,97,0,0,0,3,19.8
2025-02-06T01:00,1.8,97,0,0,0,3,19.8
2025-02-06T02:00,2.6,97,0,0,0,3,18.6
2025-02-06T03:00,2.7,97,0,0,0,3,16.1
2025-02-06T04:00,2.7,98,0,0,0,3,14.9
2025-02-06T05:00,2.6,98,0,0,0,3,13.6
2025-02-06T06:00,2.5,99,0,0,0,3,11.3
2025-02-06T07:00,2.5,99,0,0,0,3,9.6
2025-02-06T08:00,2.4,99,0,0,0,3,10.6
2025-02-06T09:00,2.6,98,0,0,0,3,10.3
2025-02-06T10:00,3.2,97,0,0,0,3,9.7
2025-02-06T11:00,3.9,95,0,0,0,3,9.6
2025-02-06T12:00,4.2,94,0,0,0,3,9.6
2025-02-06T13:00,4.9,86,0,0,0,3,9.8
2025-02-06T14:00,4.6,87,0,0,0,3,13
2025-02-06T15:00,4.6,87,0,0,0,3,11.8
2025-02-06T16:00,4.6,87,0,0,0,3,12
2025-02-06T17:00,4,91,0,0,0,3,15.5
2025-02-06T18:00,3.8,92,0,0,0,3,17.4
2025-02-06T19:00,3.5,93,0,0,0,3,17.9
2025-02-06T20:00,3.3,93,0,0,0,3,18.9
2025-02-06T21:00,3.1,92,0,0,0,3,20.4
2025-02-06T22:00,3,91,0,0,0,3,19.2
2025-02-06T23:00,2.9,91,0,0,0,3,16.1
2025-02-07T00:00,2.7,92,0,0,0,3,16.8
2025-02-07T01:00,2.5,92,0,0,0,3,18.5
2025-02-07T02:00,2.5,90,0,0,0,3,17.1
2025-02-07T03:00,2.2,91,0,0,0,3,17.2
2025-02-07T04:00,1.9,93,0,0,0,3,19.8
2025-02-07T05:00,1.9,90,0,0,0,3,22
2025-02-07T06:00,1.9,90,0,0,0,3,17.6
2025-02-07T07:00,1.6,93,0,0,0,3,17.7
2025-02-07T08:00,1.1,95,0,0,0,3,20.5
2025-02-07T09:00,0.2,98,0,0,0,3,22.5
2025-02-07T10:00,0,98,0,0,0,3,18.6
2025-02-07T11:00,0.5,94,0,0,0,3,18.8
2025-02-07T12:00,1.3,87,0,0,0,3,24.4
2025-02-07T13:00,2,81,0,0,0,3,25.3
2025-02-07T14:00,2.3,79,0,0,0,3,23.1
2025-02-07T15:00,2.8,74,0,0,0,3,24.1
2025-02-07T16:00,3,72,0,0,0,3,20.2
2025-02-07T17:00,2.8,74,0,0,0,3,22.3
2025-02-07T18:00,2.6,78,0,0,0,3,25.9
2025-02-07T19:00,2.5,81,0,0,0,3,29.3
2025-02-07T20:00,2,85,0,0,0,3,30
2025-02-07T21:00,1.7,85,0,0,0,3,30.1
2025-02-07T22:00,1.5,81,0,0,0,3,29.5
2025-02-07T23:00,1.1,78,0,0,0,3,29.1
2025-02-08T00:00,0.8,77,0,0,0,3,28.9
2025-02-08T01:00,0.5,75,0,0,0,3,28.5
2025-02-08T02:00,0.5,77,0,0,0,3,27.8
2025-02-08T03:00,0.4,78,0,0,0,3,26.9
2025-02-08T04:00,0.5,77,0,0,0,3,26.5
2025-02-08T05:00,0.4,77,0,0,0,3,25.9
2025-02-08T06:00,0.8,77,0,0,0,3,25.1
2025-02-08T07:00,0.6,77,0,0,0,3,25.1
2025-02-08T08:00,1.1,76,0,0,0,3,25.4
2025-02-08T09:00,1.7,75,0,0,0,1,24.5
2025-02-08T10:00,2.5,74,0,0,0,1,21
2025-02-08T11:00,3.6,71,0,0,0,2,19.5
2025-02-08T12:00,4.7,67,0,0,0,0,19
2025-02-08T13:00,5.4,62,0,0,0,0,19.3
2025-02-08T14:00,4.7,67,0,0,0,0,16.9
2025-02-08T15:00,5,65,0,0,0,2,19.5
2025-02-08T16:00,4.5,69,0,0,0,3,17.9
2025-02-08T17:00,3,76,0,0,0,3,21.2
2025-02-08T18:00,2.2,78,0,0,0,0,23.8
2025-02-08T19:00,1.7,79,0,0,0,0,22.8
2025-02-08T20:00,1.2,80,0,0,0,1,22.9
2025-02-08T21:00,0.7,82,0,0,0,3,23.6
2025-02-08T22:00,0.4,84,0,0,0,1,22.3
2025-02-08T23:00,-0.1,86,0,0,0,0,21.2
2025-02-09T00:00,-0.5,87,0,0,0,1,20.8
2025-02-09T01:00,-0.9,87,0,0,0,2,19.9
2025-02-09T02:00,-1.5,89,0,0,0,1,21.2
2025-02-09T03:00,-1.8,89,0,0,0,1,19.6
2025-02-09T04:00,-2,89,0,0,0,0,18.9
2025-02-09T05:00,-2.2,90,0,0,0,0,20.5
2025-02-09T06:00,-2.3,90,0,0,0,0,20.3
2025-02-09T07:00,-2.4,90,0,0,0,0,19.7
2025-02-09T08:00,-2.2,89,0,0,0,0,18.3
2025-02-09T09:00,-1.1,86,0,0,0,0,19.8
2025-02-09T10:00,0.4,80,0,0,0,0,12.6
2025-02-09T11:00,1.8,76,0,0,0,0,11.2
2025-02-09T12:00,3,73,0,0,0,0,10.7
2025-02-09T13:00,3.8,70,0,0,0,0,11.6
2025-02-09T14:00,4.1,58,0,0,0,0,13.8
2025-02-09T15:00,4,60,0,0,0,0,14.9
2025-02-09T16:00,3.2,66,0,0,0,1,15.5
2025-02-09T17:00,1.4,73,0,0,0,3,19.2
2025-02-09T18:00,0.5,76,0,0,0,3,24.2
2025-02-09T19:00,0.1,78,0,0,0,3,21.8
2025-02-09T20:00,-0.2,79,0,0,0,3,21.5
2025-02-09T21:00,-0.7,81,0,0,0,3,20.7
2025-02-09T22:00,-1,82,0,0,0,3,19.9
2025-02-09T23:00,-1.3,82,0,0,0,3,19.8
2025-02-10T00:00,-1.5,82,0,0,0,3,19
2025-02-10T01:00,-1.6,81,0,0,0,3,19
2025-02-10T02:00,-1.2,85,0,0,0,3,18.6
2025-02-10T03:00,-1.1,84,0,0,0,3,19.6
2025-02-10T04:00,-1.4,84,0,0,0,3,21.1
2025-02-10T05:00,-1.5,84,0,0,0,3,20.9
2025-02-10T06:00,-1.7,85,0,0,0,3,21.2
2025-02-10T07:00,-1.9,85,0,0,0,3,20.5
2025-02-10T08:00,-1.7,84,0,0,0,3,20.8
2025-02-10T09:00,-1,82,0,0,0,3,22.6
2025-02-10T10:00,0.1,78,0,0,0,3,16.9
2025-02-10T11:00,1.4,73,0,0,0,3,17.2
2025-02-10T12:00,2.3,71,0,0,0,3,17.3
2025-02-10T13:00,3.1,69,0,0,0,3,17.1
2025-02-10T14:00,3.1,64,0,0,0,3,17
2025-02-10T15:00,3.4,63,0,0,0,1,19.7
2025-02-10T16:00,2.9,67,0,0,0,1,22.4
2025-02-10T17:00,1.6,70,0,0,0,0,27
2025-02-10T18:00,0.4,72,0,0,0,0,29.9
2025-02-10T19:00,0,70,0,0,0,0,31.7
2025-02-10T20:00,-0.1,67,0,0,0,0,31.5
2025-02-10T21:00,-0.3,66,0,0,0,0,30.9
2025-02-10T22:00,-0.8,66,0,0,0,0,31
2025-02-10T23:00,-1.2,63,0,0,0,0,30.5
2025-02-11T00:00,-1.6,60,0,0,0,0,29.9
2025-02-11T01:00,-2,58,0,0,0,0,30.5
2025-02-11T02:00,-2,72,0,0,0,0,31
2025-02-11T03:00,-2.3,72,0,0,0,0,31.8
2025-02-11T04:00,-2.5,73,0,0,0,0,32
2025-02-11T05:00,-2.7,73,0,0,0,0,31.8
2025-02-11T06:00,-2.8,73,0,0,0,0,32.8
2025-02-11T07:00,-2.9,73,0,0,0,0,33
2025-02-11T08:00,-2.9,72,0,0,0,0,32.7
2025-02-11T09:00,-2.1,68,0,0,0,0,27.6
2025-02-11T10:00,-1,63,0,0,0,0,24.8
2025-02-11T11:00,0.3,60,0,0,0,0,26.7
2025-02-11T12:00,1.6,57,0,0,0,0,25.3
2025-02-11T13:00,2.5,56,0,0,0,3,23.2
2025-02-11T14:00,3.2,45,0,0,0,3,26.9
2025-02-11T15:00,3.1,47,0,0,0,3,27.9
2025-02-11T16:00,2.4,50,0,0,0,3,29.6
2025-02-11T17:00,1.4,52,0,0,0,3,32.5
2025-02-11T18:00,0.8,54,0,0,0,3,34.5
2025-02-11T19:00,0.3,56,0,0,0,3,34.2
2025-02-11T20:00,-0.3,59,0,0,0,3,32.1
2025-02-11T21:00,-1,62,0,0,0,3,31.2
2025-02-11T22:00,-1.7,65,0,0,0,2,32
2025-02-11T23:00,-2.2,67,0,0,0,0,31.7
2025-02-12T00:00,-2.7,68,0,0,0,0,30.8
2025-02-12T01:00,-3.2,68,0,0,0,1,29.8
2025-02-12T02:00,-3.4,75,0,0,0,1,30
2025-02-12T03:00,-3.7,75,0,0,0,1,30
2025-02-12T04:00,-3.9,76,0,0,0,2,29.5
2025-02-12T05:00,-4.2,77,0,0,0,1,27.8
2025-02-12T06:00,-4.5,78,0,0,0,0,27.9
2025-02-12T07:00,-4.8,79,0,0,0,0,28.1
2025-02-12T08:00,-4.9,79,0,0,0,0,27.5
2025-02-12T09:00,-4,73,0,0,0,0,23.1
2025-02-12T10:00,-2.4,64,0,0,0,0,21.2
2025-02-12T11:00,-0.7,56,0,0,0,0,18.9
2025-02-12T12:00,1,50,0,0,0,0,16.5
2025-02-12T13:00,2,52,0,0,0,0,16.6
2025-02-12T14:00,-0.6,59,0,0,0,0,16.9
2025-02-12T15:00,-0.1,58,0,0,0,0,17.9
2025-02-12T16:00,-0.3,59,0,0,0,0,19.4
2025-02-12T17:00,-1.5,66,0,0,0,0,21.9
2025-02-12T18:00,-2.6,73,0,0,0,0,23.7
2025-02-12T19:00,-3.1,77,0,0,0,1,22.9
2025-02-12T20:00,-3,78,0,0,0,3,21.8
2025-02-12T21:00,-2.6,77,0,0,0,3,21.5
2025-02-12T22:00,-2.5,76,0,0,0,3,27.7
2025-02-12T23:00,-2.6,77,0,0,0,3,29.4
2025-02-13T00:00,-2.6,77,0,0,0,3,26.7
2025-02-13T01:00,-2.5,78,0.1,0,0.07,71,26.9
2025-02-13T02:00,-2.2,81,0.1,0,0.07,71,20
2025-02-13T03:00,-1.9,83,0.2,0,0.14,71,13.1
2025-02-13T04:00,-2,88,0.2,0,0.14,71,13.2
2025-02-13T05:00,-2.2,94,0.3,0,0.21,73,13.8
2025-02-13T06:00,-2.2,93,0.2,0,0.14,71,16.7
2025-02-13T07:00,-2,90,0.1,0,0.07,71,13.9
2025-02-13T08:00,-1.8,89,0,0,0,3,14
2025-02-13T09:00,-1.6,89,0.2,0.1,0.07,71,13.5
2025-02-13T10:00,-1.2,89,0.2,0,0.14,71,10.1
2025-02-13T11:00,-0.7,86,0.1,0,0.07,71,9.7
2025-02-13T12:00,-0.5,85,0.1,0.1,0,51,10.3
2025-02-13T13:00,-0.1,84,0,0,0,3,10.1
2025-02-13T14:00,-0.4,85,0,0,0,3,11.7
2025-02-13T15:00,-0.5,86,0,0,0,3,14.5
2025-02-13T16:00,-0.6,86,0,0,0,3,12.9
2025-02-13T17:00,-0.8,89,0.1,0,0.07,71,11.9
2025-02-13T18:00,-1,93,0.5,0,0.35,73,13.3
2025-02-13T19:00,-1.2,94,0.6,0,0.42,73,13.5
2025-02-13T20:00,-1.2,95,0.7,0,0.49,73,13.9
2025-02-13T21:00,-1.2,95,1,0,0.7,73,14.8
2025-02-13T22:00,-1.2,95,0.8,0,0.56,73,15.3
2025-02-13T23:00,-1.1,95,0.8,0,0.56,73,16.9
2025-02-14T00:00,-1.1,95,0.8,0,0.56,73,19
2025-02-14T01:00,-1.1,93,0.5,0,0.42,73,20.8
2025-02-14T02:00,-0.9,92,0.3,0,0.21,73,21
2025-02-14T03:00,-0.8,90,0,0,0,3,22.4
2025-02-14T04:00,-0.9,90,0,0,0,3,22.2
2025-02-14T05:00,-1,89,0,0,0,3,21.6
2025-02-14T06:00,-1.1,87,0,0,0,3,22.6
2025-02-14T07:00,-1,88,0,0,0,3,21.6
2025-02-14T08:00,-0.8,89,0,0,0,2,18.7
2025-02-14T09:00,-1,90,0,0,0,3,15.8
2025-02-14T10:00,-0.2,87,0,0,0,3,15.6
2025-02-14T11:00,0.8,85,0,0,0,3,13.7
2025-02-14T12:00,1.1,85,0,0,0,3,15.1
2025-02-14T13:00,0.9,87,0.3,0,0.21,73,16.4
2025-02-14T14:00,1.2,79,0,0,0,3,12.7
2025-02-14T15:00,1.1,82,0.1,0,0.07,71,10.6
2025-02-14T16:00,0.8,81,0.1,0.1,0,51,12.4
2025-02-14T17:00,0.3,80,0,0,0,3,16.6
2025-02-14T18:00,-0.2,80,0,0,0,3,19.5
2025-02-14T19:00,-0.8,84,0,0,0,3,19.6
2025-02-14T20:00,-0.9,87,0,0,0,1,16.6
2025-02-14T21:00,-1.6,91,0,0,0,3,13.9
2025-02-14T22:00,-1.9,93,0,0,0,3,13.4
2025-02-14T23:00,-1.6,93,0,0,0,3,11.6
2025-02-15T00:00,-2,94,0.1,0.1,0,51,7.9
2025-02-15T01:00,-1.7,93,0.1,0,0.07,71,8.3
2025-02-15T02:00,-1.5,94,0.1,0,0.07,71,10.6
2025-02-15T03:00,-1.6,93,0.1,0,0.07,71,9.8
2025-02-15T04:00,-2.5,94,0,0,0,3,3.8
2025-02-15T05:00,-2.1,94,0,0,0,3,6.6
2025-02-15T06:00,-1.7,92,0,0,0,3,14.4
2025-02-15T07:00,-1.7,90,0,0,0,3,11.2
2025-02-15T08:00,-2,92,0,0,0,3,5.4
2025-02-15T09:00,-1.6,90,0.1,0,0.07,71,1.5
2025-02-15T10:00,-1.5,89,0.3,0,0.21,73,2.6
2025-02-15T11:00,-1.4,88,0.4,0,0.28,73,2.3
2025-02-15T12:00,-1,86,0.1,0,0.07,71,2.8
2025-02-15T13:00,-0.6,83,0.1,0,0.07,71,2
2025-02-15T14:00,-0.2,74,0,0,0,3,9.5
2025-02-15T15:00,-0.2,74,0,0,0,3,9
2025-02-15T16:00,-0.4,76,0,0,0,3,7.5
2025-02-15T17:00,-1.3,76,0,0,0,3,8.5
2025-02-15T18:00,-2.7,79,0,0,0,3,10.1
2025-02-15T19:00,-3.1,81,0,0,0,3,9.3
2025-02-15T20:00,-3.9,81,0,0,0,3,9.4
2025-02-15T21:00,-4.9,81,0,0,0,3,11.9
2025-02-15T22:00,-5.7,81,0,0,0,3,13.9
2025-02-15T23:00,-5.4,81,0,0,0,3,14
2025-02-16T00:00,-3.7,80,0,0,0,3,14.3
2025-02-16T01:00,-3.2,81,0,0,0,3,14.8
2025-02-16T02:00,-3.6,81,0,0,0,3,9
2025-02-16T03:00,-3.2,81,0,0,0,3,10.3
2025-02-16T04:00,-3.2,83,0,0,0,3,12.5
2025-02-16T05:00,-3.1,85,0,0,0,3,11.4
2025-02-16T06:00,-2.8,88,0.1,0,0.07,71,11
2025-02-16T07:00,-2.8,90,0,0,0,3,9.1
2025-02-16T08:00,-2.7,90,0,0,0,3,11.1
2025-02-16T09:00,-2.2,87,0,0,0,2,12.5
2025-02-16T10:00,-1.8,85,0,0,0,2,12
2025-02-16T11:00,-1.6,84,0,0,0,2,14.7
2025-02-16T12:00,-1.1,81,0,0,0,3,16.3
2025-02-16T13:00,-1,79,0,0,0,3,15.3
2025-02-16T14:00,-1.1,77,0,0,0,0,14.3
2025-02-16T15:00,-1.2,76,0,0,0,0,12.5
2025-02-16T16:00,-2.5,77,0,0,0,0,12.2
2025-02-16T17:00,-4.3,75,0,0,0,0,12.4
2025-02-16T18:00,-5.7,75,0,0,0,0,13
2025-02-16T19:00,-6.7,73,0,0,0,0,15.1
2025-02-16T20:00,-7.1,69,0,0,0,0,16.7
2025-02-16T21:00,-6.4,70,0,0,0,0,21.4
2025-02-16T22:00,-6.6,77,0,0,0,0,21.7
2025-02-16T23:00,-7.1,82,0,0,0,0,20.3
2025-02-17T00:00,-8,85,0,0,0,0,17.9
2025-02-17T01:00,-9.1,87,0,0,0,0,16.6
2025-02-17T02:00,-10.6,89,0,0,0,0,14.2
2025-02-17T03:00,-10.4,91,0,0,0,1,11.7
2025-02-17T04:00,-10.7,92,0,0,0,0,10.8
2025-02-17T05:00,-11.1,93,0,0,0,0,10.8
2025-02-17T06:00,-11.7,95,0,0,0,0,9.8
2025-02-17T07:00,-12,95,0,0,0,0,7.7
2025-02-17T08:00,-11.6,92,0,0,0,3,5.9
2025-02-17T09:00,-10.2,92,0,0,0,3,4.4
2025-02-17T10:00,-8.2,90,0,0,0,3,3.6
2025-02-17T11:00,-6.6,87,0,0,0,2,2.9
2025-02-17T12:00,-4.6,79,0,0,0,0,1.7
2025-02-17T13:00,-3.2,72,0,0,0,0,0.5
2025-02-17T14:00,-2.3,72,0,0,0,0,1.4
2025-02-17T15:00,-2.1,73,0,0,0,1,1.8
2025-02-17T16:00,-2.8,69,0,0,0,3,3
2025-02-17T17:00,-3.6,68,0,0,0,3,5.4
2025-02-17T18:00,-3.7,69,0,0,0,2,5.1
2025-02-17T19:00,-4.4,71,0,0,0,2,3.1
2025-02-17T20:00,-5.7,74,0,0,0,0,5.7
2025-02-17T21:00,-6.4,76,0,0,0,0,9.6
2025-02-17T22:00,-7.5,76,0,0,0,0,11.6
2025-02-17T23:00,-8.1,76,0,0,0,0,13.5
2025-02-18T00:00,-8.7,76,0,0,0,0,14.3
2025-02-18T01:00,-9.4,77,0,0,0,0,15.4
2025-02-18T02:00,-10.8,83,0,0,0,0,14
2025-02-18T03:00,-11.2,84,0,0,0,0,14.1
2025-02-18T04:00,-11.3,85,0,0,0,0,15
2025-02-18T05:00,-11.3,85,0,0,0,0,14.3
2025-02-18T06:00,-11.6,86,0,0,0,0,14.2
2025-02-18T07:00,-11.8,86,0,0,0,0,14.4
2025-02-18T08:00,-11.6,85,0,0,0,0,14
2025-02-18T09:00,-9.5,79,0,0,0,0,14.1
2025-02-18T10:00,-6.5,73,0,0,0,0,15
2025-02-18T11:00,-4.1,66,0,0,0,0,14.9
2025-02-18T12:00,-2.6,62,0,0,0,0,9.7
2025-02-18T13:00,-1.7,57,0,0,0,0,9.4
2025-02-18T14:00,-1.7,62,0,0,0,0,12.1
2025-02-18T15:00,-1.6,63,0,0,0,0,10.8
2025-02-18T16:00,-2.7,66,0,0,0,0,10.4
2025-02-18T17:00,-4.4,67,0,0,0,0,11.1
2025-02-18T18:00,-5.8,70,0,0,0,0,11.6
2025-02-18T19:00,-6.7,72,0,0,0,0,12.5
2025-02-18T20:00,-7.1,72,0,0,0,0,13.9
2025-02-18T21:00,-7.5,73,0,0,0,0,14
2025-02-18T22:00,-8,74,0,0,0,0,12.7
2025-02-18T23:00,-8.5,76,0,0,0,0,10.7
2025-02-19T00:00,-9,77,0,0,0,0,9.1
2025-02-19T01:00,-9.4,79,0,0,0,0,7.3
2025-02-19T02:00,-11,82,0,0,0,0,7.5
2025-02-19T03:00,-11.2,85,0,0,0,0,4.9
2025-02-19T04:00,-11.8,86,0,0,0,0,1.9
2025-02-19T05:00,-12.6,87,0,0,0,0,4.6
2025-02-19T06:00,-13,87,0,0,0,0,5.7
2025-02-19T07:00,-13.2,87,0,0,0,0,8.4
2025-02-19T08:00,-12.4,84,0,0,0,0,11.7
2025-02-19T09:00,-9.4,77,0,0,0,0,14.7
2025-02-19T10:00,-6,69,0,0,0,0,15.8
2025-02-19T11:00,-3.4,64,0,0,0,0,16.8
2025-02-19T12:00,-1.5,60,0,0,0,0,12.2
2025-02-19T13:00,-0.1,59,0,0,0,0,8.5
2025-02-19T14:00,-0.1,63,0,0,0,0,9.3
2025-02-19T15:00,0.2,65,0,0,0,0,12.1
2025-02-19T16:00,-0.4,68,0,0,0,0,16.9
2025-02-19T17:00,-1.6,71,0,0,0,0,22.5
2025-02-19T18:00,-2.9,76,0,0,0,0,26.4
2025-02-19T19:00,-3.5,77,0,0,0,0,28.3
2025-02-19T20:00,-3.9,77,0,0,0,0,28.5
