time,temperature_2m (øC),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h)
2022-02-09T00:00,8.4,94,0.1,0.1,0,51,33.5
2022-02-09T01:00,8.4,93,0.1,0.1,0,51,32.5
2022-02-09T02:00,8.3,93,0.1,0.1,0,51,34.2
2022-02-09T03:00,8.3,91,0,0,0,3,34.5
2022-02-09T04:00,8.3,89,0,0,0,3,35.6
2022-02-09T05:00,7.9,87,0,0,0,3,35.3
2022-02-09T06:00,7.5,87,0,0,0,3,35.2
2022-02-09T07:00,6.8,89,0,0,0,2,34.4
2022-02-09T08:00,7.1,87,0,0,0,3,35.3
2022-02-09T09:00,7.9,85,0,0,0,3,30.5
2022-02-09T10:00,8.8,78,0,0,0,3,35.1
2022-02-09T11:00,9.3,76,0,0,0,3,34.5
2022-02-09T12:00,9.4,76,0,0,0,3,30
2022-02-09T13:00,9,81,0.1,0.1,0,51,28
2022-02-09T14:00,9.4,75,0,0,0,3,34.5
2022-02-09T15:00,9.3,78,0,0,0,3,30.2
2022-02-09T16:00,9,81,0,0,0,3,32.2
2022-02-09T17:00,9,80,0,0,0,3,33.6
2022-02-09T18:00,8.9,80,0,0,0,3,33.3
2022-02-09T19:00,8.7,79,0,0,0,3,33
2022-02-09T20:00,8.8,77,0,0,0,3,32.4
2022-02-09T21:00,8.8,75,0,0,0,3,32.1
2022-02-09T22:00,8.4,77,0,0,0,3,31.4
2022-02-09T23:00,8.4,77,0,0,0,3,30.3
2022-02-10T00:00,8.2,80,0,0,0,3,26.2
2022-02-10T01:00,8.1,79,0,0,0,3,28.5
2022-02-10T02:00,7.2,83,0,0,0,3,27.9
2022-02-10T03:00,7.3,83,0,0,0,3,22.8
2022-02-10T04:00,7,85,0,0,0,3,21.5
2022-02-10T05:00,6.1,89,0,0,0,3,22.9
2022-02-10T06:00,6.1,89,0,0,0,3,21
2022-02-10T07:00,6,90,0,0,0,3,22.9
2022-02-10T08:00,6.4,89,0,0,0,3,29.1
2022-02-10T09:00,7.1,88,0,0,0,3,31.3
2022-02-10T10:00,7.4,86,0,0,0,3,22.5
2022-02-10T11:00,8.7,79,0,0,0,3,25
2022-02-10T12:00,9.5,77,0.1,0.1,0,51,23.7
2022-02-10T13:00,8.8,80,0.4,0.4,0,51,24.5
2022-02-10T14:00,7.9,90,0.8,0.8,0,53,27
2022-02-10T15:00,6.9,88,0.3,0.3,0,51,23.4
2022-02-10T16:00,6.1,88,0,0,0,3,16.5
2022-02-10T17:00,5.8,88,0,0,0,3,16.9
2022-02-10T18:00,5.7,88,0,0,0,3,21.7
2022-02-10T19:00,5.4,87,0,0,0,3,23.4
2022-02-10T20:00,5.3,88,0.1,0.1,0,51,24.1
2022-02-10T21:00,5,90,0.2,0.2,0,51,24.2
2022-02-10T22:00,4.8,90,0,0,0,3,22.3
2022-02-10T23:00,4.6,91,0,0,0,3,20.2
2022-02-11T00:00,4.2,89,0,0,0,3,20.2
2022-02-11T01:00,3.7,91,0,0,0,3,20.2
2022-02-11T02:00,3.5,92,0,0,0,3,21
2022-02-11T03:00,3.3,93,0,0,0,3,20.4
2022-02-11T04:00,3.2,91,0.1,0.1,0,51,21.3
2022-02-11T05:00,3.2,92,0.1,0.1,0,51,21
2022-02-11T06:00,3.1,92,0.1,0.1,0,51,21.5
2022-02-11T07:00,2.9,91,0.1,0.1,0,51,22.2
2022-02-11T08:00,3.4,82,0.1,0.1,0,51,25.5
2022-02-11T09:00,3.9,86,0,0,0,1,24.7
2022-02-11T10:00,4.8,82,0,0,0,1,23.7
2022-02-11T11:00,5.4,77,0.1,0.1,0,51,23.9
2022-02-11T12:00,4.2,83,0.1,0.1,0,51,23.1
2022-02-11T13:00,5.2,78,0,0,0,3,19.8
2022-02-11T14:00,5.4,74,0,0,0,1,15.9
2022-02-11T15:00,5.4,73,0,0,0,1,15.5
2022-02-11T16:00,3.7,83,0,0,0,3,19.2
2022-02-11T17:00,3.8,81,0,0,0,1,25.8
2022-02-11T18:00,3.3,85,0,0,0,1,28.9
2022-02-11T19:00,2.6,87,0,0,0,1,31.8
2022-02-11T20:00,2.1,83,0,0,0,1,29.8
2022-02-11T21:00,0.9,85,0,0,0,0,27
2022-02-11T22:00,-0.5,90,0,0,0,0,22.4
2022-02-11T23:00,-1.4,91,0,0,0,0,20.7
2022-02-12T00:00,-1.2,88,0,0,0,0,21.7
2022-02-12T01:00,-1.6,90,0,0,0,0,22.7
2022-02-12T02:00,-2.2,92,0,0,0,1,19.9
2022-02-12T03:00,-2.7,94,0,0,0,1,17.8
2022-02-12T04:00,-2.3,95,0,0,0,0,20.6
2022-02-12T05:00,-2.6,95,0,0,0,0,19.4
2022-02-12T06:00,-3.3,95,0,0,0,0,17.5
2022-02-12T07:00,-2.8,95,0,0,0,0,16.7
2022-02-12T08:00,-1,93,0,0,0,0,20.3
2022-02-12T09:00,0.7,87,0,0,0,0,16.3
2022-02-12T10:00,2.6,82,0,0,0,1,14.8
2022-02-12T11:00,4.1,71,0,0,0,3,18.2
2022-02-12T12:00,4.7,62,0,0,0,3,21
2022-02-12T13:00,4.9,57,0,0,0,3,22
2022-02-12T14:00,4.8,54,0,0,0,3,22.5
2022-02-12T15:00,4.1,60,0,0,0,1,21.7
2022-02-12T16:00,2.2,67,0,0,0,3,23.4
2022-02-12T17:00,0.8,73,0,0,0,2,27.4
2022-02-12T18:00,0.3,76,0,0,0,0,28.9
2022-02-12T19:00,-0.1,80,0,0,0,0,29.6
2022-02-12T20:00,-0.2,83,0,0,0,3,30.7
2022-02-12T21:00,-0.1,83,0,0,0,3,30.9
2022-02-12T22:00,0.3,81,0,0,0,1,31.2
2022-02-12T23:00,-0.2,82,0,0,0,1,30.1
2022-02-13T00:00,-0.2,83,0,0,0,2,30.4
2022-02-13T01:00,-0.2,81,0,0,0,3,29.7
2022-02-13T02:00,-0.5,82,0,0,0,3,30
2022-02-13T03:00,-0.9,83,0,0,0,3,31.6
2022-02-13T04:00,-0.8,81,0,0,0,3,31.8
2022-02-13T05:00,-0.9,82,0,0,0,2,31.8
2022-02-13T06:00,-1.1,83,0,0,0,3,33.3
2022-02-13T07:00,-0.9,82,0,0,0,3,33.2
2022-02-13T08:00,0.5,79,0,0,0,3,33.1
2022-02-13T09:00,2.2,74,0,0,0,2,25.9
2022-02-13T10:00,3.7,70,0,0,0,3,22.3
2022-02-13T11:00,5.1,64,0,0,0,2,22.9
2022-02-13T12:00,6.6,60,0,0,0,0,20.2
2022-02-13T13:00,7.3,57,0,0,0,3,25
2022-02-13T14:00,7.4,57,0,0,0,2,26.4
2022-02-13T15:00,7.1,60,0,0,0,0,29.5
2022-02-13T16:00,5.8,64,0,0,0,1,32.9
2022-02-13T17:00,4.7,72,0,0,0,3,31.8
2022-02-13T18:00,4.7,76,0,0,0,3,35.4
2022-02-13T19:00,5,76,0,0,0,3,36.4
2022-02-13T20:00,4.7,77,0,0,0,3,35
2022-02-13T21:00,4.2,79,0,0,0,3,35.9
2022-02-13T22:00,3.9,78,0,0,0,3,35.2
2022-02-13T23:00,3.8,77,0,0,0,3,35.6
2022-02-14T00:00,3.9,72,0,0,0,3,36.8
2022-02-14T01:00,4.3,69,0,0,0,3,38.8
2022-02-14T02:00,4.4,66,0,0,0,3,38
2022-02-14T03:00,4.2,64,0,0,0,3,38.9
2022-02-14T04:00,3.9,63,0,0,0,3,41.1
2022-02-14T05:00,3.6,62,0,0,0,3,40.5
2022-02-14T06:00,3.4,61,0,0,0,3,39.4
2022-02-14T07:00,3.5,60,0,0,0,3,38.9
2022-02-14T08:00,4.7,59,0,0,0,0,36.2
2022-02-14T09:00,6.4,60,0,0,0,0,38.5
2022-02-14T10:00,8,56,0,0,0,1,29.2
2022-02-14T11:00,9.8,54,0,0,0,0,27.8
2022-02-14T12:00,11.5,52,0,0,0,0,28.2
2022-02-14T13:00,12.1,52,0,0,0,1,27.1
2022-02-14T14:00,12.4,53,0,0,0,1,28.9
2022-02-14T15:00,11.9,57,0,0,0,1,29.3
2022-02-14T16:00,10.3,63,0,0,0,0,33.3
2022-02-14T17:00,9.2,64,0,0,0,1,31
2022-02-14T18:00,7.9,68,0,0,0,2,30.2
2022-02-14T19:00,7,70,0,0,0,3,31.4
2022-02-14T20:00,8.2,63,0,0,0,3,30.6
2022-02-14T21:00,8.1,62,0,0,0,3,29.1
2022-02-14T22:00,7.1,64,0,0,0,3,28.3
2022-02-14T23:00,5.9,69,0.1,0.1,0,51,27.9
2022-02-15T00:00,6.3,76,0,0,0,3,27.5
2022-02-15T01:00,6.8,77,0,0,0,3,25.9
2022-02-15T02:00,7,78,0,0,0,3,26.5
2022-02-15T03:00,6.7,83,0,0,0,3,23.6
2022-02-15T04:00,5.9,89,0,0,0,3,25.2
2022-02-15T05:00,4.9,91,0,0,0,3,28.7
2022-02-15T06:00,5,90,0,0,0,3,29.8
2022-02-15T07:00,4.9,90,0,0,0,3,28.9
2022-02-15T08:00,5.9,86,0,0,0,3,26.9
2022-02-15T09:00,7.1,82,0,0,0,1,22.5
2022-02-15T10:00,8.3,73,0,0,0,3,32.4
2022-02-15T11:00,8.7,70,0,0,0,3,29.7
2022-02-15T12:00,8.7,65,0,0,0,3,27.1
2022-02-15T13:00,8.8,62,0,0,0,3,30.9
2022-02-15T14:00,8.7,62,0,0,0,3,27.8
2022-02-15T15:00,8.6,64,0,0,0,0,17.9
2022-02-15T16:00,6,75,0,0,0,0,18.9
2022-02-15T17:00,4.4,80,0,0,0,1,22.1
2022-02-15T18:00,4.7,81,0,0,0,0,30.2
2022-02-15T19:00,4.7,87,0,0,0,1,34.8
2022-02-15T20:00,4.8,87,0,0,0,0,34.8
2022-02-15T21:00,4.6,85,0,0,0,3,36.1
2022-02-15T22:00,4.5,81,0,0,0,3,37.5
2022-02-15T23:00,4.4,78,0,0,0,3,39
2022-02-16T00:00,5.1,68,0,0,0,3,41.1
2022-02-16T01:00,5.5,68,0.1,0.1,0,51,40.5
2022-02-16T02:00,5.5,74,0.4,0.4,0,51,40.8
2022-02-16T03:00,5.4,82,0.4,0.4,0,51,39.8
2022-02-16T04:00,5.4,84,0.2,0.2,0,51,39.8
2022-02-16T05:00,5.5,85,0,0,0,3,39
2022-02-16T06:00,5.6,85,0.1,0.1,0,51,39
2022-02-16T07:00,5.5,88,0.4,0.4,0,51,40.2
2022-02-16T08:00,6,86,0.2,0.2,0,51,41.4
2022-02-16T09:00,6.6,84,0.1,0.1,0,51,40.8
2022-02-16T10:00,6.5,85,0.3,0.3,0,51,42.5
2022-02-16T11:00,6.7,88,0.9,0.9,0,53,42.7
2022-02-16T12:00,7.1,86,2.1,2.1,0,61,52
2022-02-16T13:00,7.1,86,0.1,0.1,0,51,50.8
2022-02-16T14:00,7.9,85,0.1,0.1,0,51,48.2
2022-02-16T15:00,8.5,85,0.2,0.2,0,51,49.7
2022-02-16T16:00,8.8,85,0.1,0.1,0,51,49
2022-02-16T17:00,9.3,86,0.1,0.1,0,51,46.6
2022-02-16T18:00,9.8,84,0,0,0,3,49.9
2022-02-16T19:00,10,84,0.2,0.2,0,51,46.5
2022-02-16T20:00,9.6,86,0.1,0.1,0,51,48.4
2022-02-16T21:00,9.9,84,0,0,0,3,55.3
2022-02-16T22:00,10,85,0.5,0.5,0,53,55.6
2022-02-16T23:00,10.7,87,0.8,0.8,0,53,58.9
2022-02-17T00:00,11.9,84,0.3,0.3,0,51,65.6
2022-02-17T01:00,11.3,90,1.3,1.3,0,61,58.1
2022-02-17T02:00,9.6,84,2.2,2.2,0,61,64.5
2022-02-17T03:00,9.9,70,0.4,0.4,0,51,54.4
2022-02-17T04:00,8.9,73,0,0,0,3,49.4
2022-02-17T05:00,7.8,82,0.2,0.2,0,51,53.7
2022-02-17T06:00,7.5,79,0,0,0,1,53
2022-02-17T07:00,7,74,0,0,0,1,53.5
2022-02-17T08:00,7.5,71,0,0,0,3,61.8
2022-02-17T09:00,7.6,72,0.1,0.1,0,51,74.7
2022-02-17T10:00,7.6,72,0.1,0.1,0,51,59.5
2022-02-17T11:00,7.2,75,0.1,0.1,0,51,63.3
2022-02-17T12:00,7.3,65,0.5,0.5,0,53,65.4
2022-02-17T13:00,7.4,77,0.4,0.4,0,51,36.4
2022-02-17T14:00,6.1,80,0.5,0.5,0,53,60.1
2022-02-17T15:00,6.4,81,0.1,0.1,0,51,54.6
2022-02-17T16:00,6.1,73,0,0,0,3,60.9
2022-02-17T17:00,6.1,68,0.1,0.1,0,51,57.7
2022-02-17T18:00,5.4,69,0,0,0,3,52.6
2022-02-17T19:00,5.7,64,0,0,0,3,55.5
2022-02-17T20:00,5.3,64,0,0,0,1,54.7
2022-02-17T21:00,5.1,62,0,0,0,1,50.1
2022-02-17T22:00,4.9,62,0,0,0,0,52.6
2022-02-17T23:00,4.7,61,0,0,0,1,53.6
2022-02-18T00:00,5,61,0,0,0,2,46.8
2022-02-18T01:00,4.8,65,0,0,0,2,46.4
2022-02-18T02:00,4.5,65,0,0,0,2,43.9
2022-02-18T03:00,4.2,67,0,0,0,1,41.1
2022-02-18T04:00,3.6,72,0,0,0,2,38
2022-02-18T05:00,3.4,76,0,0,0,2,37.8
2022-02-18T06:00,3.1,79,0,0,0,3,33.9
2022-02-18T07:00,3.1,81,0,0,0,3,31.6
2022-02-18T08:00,4.2,81,0,0,0,3,29.1
2022-02-18T09:00,5.6,78,0,0,0,3,22.4
2022-02-18T10:00,7.4,74,0,0,0,3,21.8
2022-02-18T11:00,8.3,69,0.1,0.1,0,51,33.3
2022-02-18T12:00,7,79,0.5,0.5,0,53,26.1
2022-02-18T13:00,6.6,81,0.3,0.3,0,51,39.1
2022-02-18T14:00,6.1,87,0.7,0.7,0,53,42.9
2022-02-18T15:00,6.6,90,0.5,0.5,0,53,42.9
2022-02-18T16:00,7.7,88,0.1,0.1,0,51,45
2022-02-18T17:00,8.9,86,0,0,0,3,48.8
2022-02-18T18:00,10.1,82,0,0,0,3,54.3
2022-02-18T19:00,10.3,87,1.5,1.5,0,61,59
2022-02-18T20:00,9.8,72,0.2,0.2,0,51,61.9
2022-02-18T21:00,8.3,60,0,0,0,1,66.2
2022-02-18T22:00,7.5,57,0,0,0,1,65.6
2022-02-18T23:00,6.6,59,0,0,0,1,59.4
2022-02-19T00:00,6.9,49,0,0,0,0,58.2
2022-02-19T01:00,6.3,48,0,0,0,1,68.2
2022-02-19T02:00,6.1,48,0,0,0,1,75.7
2022-02-19T03:00,5.4,50,0,0,0,1,80
2022-02-19T04:00,4.8,53,0,0,0,3,84.7
2022-02-19T05:00,4.7,60,0,0,0,3,80.9
2022-02-19T06:00,4.7,65,0,0,0,3,78.4
2022-02-19T07:00,4.3,72,0,0,0,2,71.8
2022-02-19T08:00,4.5,76,0.1,0.1,0,51,57.3
2022-02-19T09:00,5.1,74,0.1,0.1,0,51,65.3
2022-02-19T10:00,5.6,70,0.2,0.2,0,51,68.5
2022-02-19T11:00,5.8,68,0.1,0.1,0,51,65.2
2022-02-19T12:00,5.2,78,0,0,0,3,43.7
2022-02-19T13:00,5.5,68,0.1,0.1,0,51,49.8
2022-02-19T14:00,6.4,58,0.1,0.1,0,51,53.8
2022-02-19T15:00,6.6,53,0,0,0,2,49.8
2022-02-19T16:00,5.8,51,0,0,0,0,42.2
2022-02-19T17:00,5,48,0,0,0,0,37
2022-02-19T18:00,4.5,51,0,0,0,3,39.6
2022-02-19T19:00,4,54,0,0,0,3,34.5
2022-02-19T20:00,3.3,57,0,0,0,3,30.7
2022-02-19T21:00,3.7,56,0,0,0,3,32
2022-02-19T22:00,3.5,58,0,0,0,3,34.3
2022-02-19T23:00,3.8,67,0.1,0.1,0,51,35.2
2022-02-20T00:00,3.8,74,0.2,0.2,0,51,30.9
2022-02-20T01:00,3.4,81,0.1,0.1,0,51,29.8
2022-02-20T02:00,3.1,90,0.8,0.8,0,53,27
2022-02-20T03:00,3.5,90,0.3,0.3,0,51,34.4
2022-02-20T04:00,3.4,91,0.3,0.3,0,51,27.3
2022-02-20T05:00,3.7,91,0.3,0.3,0,51,28
2022-02-20T06:00,4,93,0.2,0.2,0,51,30.3
2022-02-20T07:00,4.2,93,0,0,0,3,30.2
2022-02-20T08:00,4.3,89,0,0,0,3,30
2022-02-20T09:00,4.7,84,0,0,0,3,29.6
2022-02-20T10:00,5.2,78,0,0,0,3,34.2
2022-02-20T11:00,5.5,76,0.1,0.1,0,51,33.9
2022-02-20T12:00,4.9,86,0.6,0.6,0,53,34.7
2022-02-20T13:00,4.5,92,1.3,1.3,0,61,41.4
2022-02-20T14:00,5.5,89,0.5,0.5,0,53,41.1
2022-02-20T15:00,7,86,0.1,0.1,0,51,44.4
2022-02-20T16:00,7.7,85,0.1,0.1,0,51,45.8
2022-02-20T17:00,8.1,86,0.2,0.2,0,51,45.2
2022-02-20T18:00,8.1,88,0.2,0.2,0,51,47.4
2022-02-20T19:00,8,87,0.5,0.5,0,53,48.7
2022-02-20T20:00,7.7,87,0.5,0.5,0,53,47.4
2022-02-20T21:00,7.7,88,0.5,0.5,0,53,47.1
2022-02-20T22:00,7.9,88,0.8,0.8,0,53,48.2
2022-02-20T23:00,8.1,88,1,1,0,55,50.6
2022-02-21T00:00,8.7,85,0.9,0.9,0,53,58.6
2022-02-21T01:00,9,81,0.1,0.1,0,51,61.1
2022-02-21T02:00,9,81,0,0,0,3,52.6
2022-02-21T03:00,8.6,87,0.9,0.9,0,53,62.5
2022-02-21T04:00,7.4,85,0.3,0.3,0,51,51.4
2022-02-21T05:00,6,82,0,0,0,2,52.7
2022-02-21T06:00,4.6,81,0.1,0.1,0,51,50.7
2022-02-21T07:00,3.9,82,0,0,0,3,43.9
2022-02-21T08:00,4.4,76,0,0,0,1,46
2022-02-21T09:00,5,68,0.1,0.1,0,51,54.6
2022-02-21T10:00,5.6,60,0,0,0,1,60.4
2022-02-21T11:00,6,56,0.1,0.1,0,51,61.7
2022-02-21T12:00,5.5,62,0.1,0.1,0,51,51.7
2022-02-21T13:00,5.8,57,0,0,0,3,49.6
2022-02-21T14:00,5.9,55,0.1,0.1,0,51,44.9
2022-02-21T15:00,5.6,56,0.1,0.1,0,51,39.8
2022-02-21T16:00,4.8,62,0.2,0.2,0,51,40
2022-02-21T17:00,3.8,75,0.5,0.5,0,53,32.7
2022-02-21T18:00,3.2,88,0.6,0.6,0,53,29.7
2022-02-21T19:00,3.4,90,0.1,0.1,0,51,32
2022-02-21T20:00,3.3,91,0,0,0,0,32.6
2022-02-21T21:00,2.5,93,0,0,0,1,37
2022-02-21T22:00,2.6,91,0,0,0,3,37.6
2022-02-21T23:00,3.3,90,0,0,0,3,37.7
2022-02-22T00:00,3.4,90,0,0,0,3,39
2022-02-22T01:00,3.7,92,0,0,0,3,39.3
2022-02-22T02:00,4.8,88,0,0,0,3,38.8
2022-02-22T03:00,5,88,0,0,0,3,37.1
2022-02-22T04:00,5,84,0.1,0.1,0,51,44
2022-02-22T05:00,4.3,74,0,0,0,3,43.5
2022-02-22T06:00,3.4,74,0,0,0,2,40.6
2022-02-22T07:00,3.5,75,0,0,0,3,39.3
2022-02-22T08:00,4.4,75,0,0,0,3,32.1
2022-02-22T09:00,4.7,74,0.2,0.2,0,51,38.8
2022-02-22T10:00,5.6,68,0.1,0.1,0,51,42.4
2022-02-22T11:00,6.2,63,0.1,0.1,0,51,38.3
2022-02-22T12:00,6.4,55,0.1,0.1,0,51,40.8
2022-02-22T13:00,6.8,56,0.1,0.1,0,51,36.5
2022-02-22T14:00,7.2,56,0,0,0,3,36.4
2022-02-22T15:00,6.8,56,0,0,0,3,29
2022-02-22T16:00,6,58,0,0,0,3,27.4
2022-02-22T17:00,6.3,57,0,0,0,3,28.4
2022-02-22T18:00,5.9,71,0.3,0.3,0,51,33.7
2022-02-22T19:00,5.5,80,0.4,0.4,0,51,34
2022-02-22T20:00,5.8,81,0,0,0,3,37.4
2022-02-22T21:00,6,88,0.9,0.9,0,53,35.7
2022-02-22T22:00,6.5,89,1.5,1.5,0,61,40.1
2022-02-22T23:00,7.5,88,0.1,0.1,0,51,48.6
2022-02-23T00:00,6.2,82,0,0,0,3,51.5
2022-02-23T01:00,5.4,79,0,0,0,1,47.9
2022-02-23T02:00,4.9,79,0,0,0,1,44.4
2022-02-23T03:00,4.6,81,0,0,0,1,43.4
2022-02-23T04:00,4.4,83,0,0,0,0,42.6
2022-02-23T05:00,4.3,83,0,0,0,3,40
2022-02-23T06:00,4.8,81,0,0,0,2,38.2
2022-02-23T07:00,4.9,81,0,0,0,1,38.6
2022-02-23T08:00,5.9,75,0,0,0,3,40
2022-02-23T09:00,6.7,73,0,0,0,2,43.1
2022-02-23T10:00,7.8,63,0,0,0,1,46.5
2022-02-23T11:00,8.5,55,0,0,0,2,43.4
2022-02-23T12:00,8.8,61,0,0,0,3,38.1
2022-02-23T13:00,8.9,56,0,0,0,2,32.7
2022-02-23T14:00,9,51,0,0,0,3,31.3
2022-02-23T15:00,8.9,53,0,0,0,1,23.1
2022-02-23T16:00,7.6,56,0,0,0,0,24.4
2022-02-23T17:00,5.4,62,0,0,0,0,27.7
2022-02-23T18:00,4.8,65,0,0,0,0,26.9
2022-02-23T19:00,3.7,71,0,0,0,0,28.3
2022-02-23T20:00,3.7,71,0,0,0,0,28.6
2022-02-23T21:00,2.7,75,0,0,0,0,28.5
2022-02-23T22:00,2.4,79,0,0,0,0,29.4
2022-02-23T23:00,2.1,81,0,0,0,0,29.2
2022-02-24T00:00,1.9,83,0,0,0,0,28.8
2022-02-24T01:00,1.5,85,0,0,0,0,29.6
2022-02-24T02:00,1.2,87,0,0,0,0,30.3
2022-02-24T03:00,1.2,87,0,0,0,0,32.3
2022-02-24T04:00,1.3,85,0,0,0,2,34.4
2022-02-24T05:00,1.3,84,0,0,0,2,34.4
2022-02-24T06:00,1.8,81,0,0,0,2,35.4
2022-02-24T07:00,3,76,0,0,0,3,35.4
2022-02-24T08:00,4.8,74,0,0,0,2,38.9
2022-02-24T09:00,6.2,70,0,0,0,3,27.1
2022-02-24T10:00,7.9,67,0,0,0,3,25.9
2022-02-24T11:00,9.2,64,0,0,0,3,25.9
2022-02-24T12:00,9.2,64,0,0,0,3,30.9
2022-02-24T13:00,9.7,64,0,0,0,3,35
2022-02-24T14:00,10.4,60,0,0,0,3,36.1
2022-02-24T15:00,9.8,62,0,0,0,3,34.9
2022-02-24T16:00,9.9,60,0,0,0,3,38.3
2022-02-24T17:00,9.6,62,0,0,0,3,40.4
2022-02-24T18:00,9.1,65,0,0,0,1,41.7
2022-02-24T19:00,8.8,65,0,0,0,2,45.3
2022-02-24T20:00,8.9,65,0.2,0.2,0,51,50
2022-02-24T21:00,6.9,79,0.3,0.3,0,51,53.1
2022-02-24T22:00,5.2,78,0.1,0.1,0,51,43.6
2022-02-24T23:00,3.8,80,0,0,0,3,43.5
2022-02-25T00:00,3.9,84,0,0,0,1,41.5
2022-02-25T01:00,3,85,0,0,0,1,37.3
2022-02-25T02:00,2.5,88,0.1,0.1,0,51,38.6
2022-02-25T03:00,2.4,87,0,0,0,0,36.4
2022-02-25T04:00,1.7,88,0,0,0,0,36
2022-02-25T05:00,1.4,87,0,0,0,0,36.1
2022-02-25T06:00,1.2,87,0,0,0,0,36.4
2022-02-25T07:00,1.7,84,0,0,0,0,36.7
2022-02-25T08:00,3.1,75,0,0,0,3,38.1
2022-02-25T09:00,4.4,70,0,0,0,2,40.1
2022-02-25T10:00,5.6,60,0,0,0,2,43.5
2022-02-25T11:00,6.4,55,0,0,0,2,46.1
2022-02-25T12:00,5,68,0.1,0.1,0,51,30.5
2022-02-25T13:00,5.8,63,0.6,0.6,0,53,43.6
2022-02-25T14:00,4.8,63,0.1,0.1,0,51,39.1
2022-02-25T15:00,4.6,64,0,0,0,1,33.6
2022-02-25T16:00,4.4,70,0,0,0,3,33.4
2022-02-25T17:00,3.5,78,0,0,0,3,34.7
2022-02-25T18:00,3.3,80,0.5,0.2,0.21,73,36.6
2022-02-25T19:00,2.9,84,1.6,0.5,0.77,73,30.1
2022-02-25T20:00,3.4,88,0,0,0,3,29.1
2022-02-25T21:00,3.4,90,0,0,0,3,29.3
2022-02-25T22:00,3.7,88,0,0,0,3,32.8
2022-02-25T23:00,3.2,89,0,0,0,1,32.7
2022-02-26T00:00,3.2,89,0,0,0,1,31.4
2022-02-26T01:00,2.4,90,0,0,0,3,30.4
2022-02-26T02:00,2.4,90,0,0,0,3,27.6
2022-02-26T03:00,3.1,89,0,0,0,3,27.9
2022-02-26T04:00,3.5,88,0,0,0,3,25.5
2022-02-26T05:00,2.9,91,0,0,0,1,24.7
2022-02-26T06:00,1.5,94,0,0,0,1,27
2022-02-26T07:00,1.7,94,0,0,0,1,25.1
2022-02-26T08:00,3.4,86,0,0,0,3,22.4
2022-02-26T09:00,4.3,82,0,0,0,3,22.7
2022-02-26T10:00,5.2,78,0,0,0,3,20.6
2022-02-26T11:00,5.7,77,0,0,0,3,18.4
2022-02-26T12:00,6.2,71,0,0,0,3,19.4
2022-02-26T13:00,6.4,70,0.1,0.1,0,51,18.6
2022-02-26T14:00,6.5,67,0,0,0,3,16.7
2022-02-26T15:00,6.6,63,0,0,0,1,13.4
2022-02-26T16:00,5,79,0,0,0,0,11.3
2022-02-26T17:00,2.4,80,0,0,0,0,13.3
2022-02-26T18:00,1.9,83,0,0,0,0,24
2022-02-26T19:00,1.7,87,0,0,0,0,26.2
2022-02-26T20:00,0.6,91,0,0,0,0,22.9
2022-02-26T21:00,-0.2,94,0,0,0,0,21.4
2022-02-26T22:00,-0.6,94,0,0,0,0,22.1
2022-02-26T23:00,-0.8,94,0,0,0,0,22.2
2022-02-27T00:00,-2,95,0,0,0,0,16.3
2022-02-27T01:00,-2.1,95,0,0,0,0,17.2
2022-02-27T02:00,-2.5,96,0,0,0,0,15.8
2022-02-27T03:00,-2.4,96,0,0,0,0,16.5
2022-02-27T04:00,-2.7,96,0,0,0,0,16.7
2022-02-27T05:00,-2.7,95,0,0,0,0,16.9
2022-02-27T06:00,-2.8,96,0,0,0,0,17.4
2022-02-27T07:00,-0.5,95,0,0,0,0,18.8
2022-02-27T08:00,1.5,91,0,0,0,0,16.1
2022-02-27T09:00,3.7,84,0,0,0,1,15.9
2022-02-27T10:00,4.9,81,0,0,0,2,13.2
2022-02-27T11:00,6,74,0,0,0,1,11.7
2022-02-27T12:00,3.1,88,0,0,0,1,10.5
2022-02-27T13:00,3.6,86,0,0,0,3,7.4
2022-02-27T14:00,4,84,0,0,0,3,6.5
2022-02-27T15:00,3.9,83,0,0,0,3,8.9
2022-02-27T16:00,3.4,84,0,0,0,3,11
2022-02-27T17:00,2.2,91,0,0,0,3,14.4
2022-02-27T18:00,1.6,95,0,0,0,3,15.2
2022-02-27T19:00,1.3,95,0,0,0,3,16.2
2022-02-27T20:00,1.2,95,0,0,0,3,18.8
2022-02-27T21:00,0.4,94,0,0,0,0,19.2
2022-02-27T22:00,-1.1,94,0,0,0,0,18.2
2022-02-27T23:00,-1.9,95,0,0,0,0,17.3
2022-02-28T00:00,-2.8,96,0,0,0,0,14.6
2022-02-28T01:00,-2.5,97,0,0,0,2,12
2022-02-28T02:00,-2.5,97,0,0,0,3,11.7
2022-02-28T03:00,-2,97,0,0,0,3,13.8
2022-02-28T04:00,-1.8,97,0,0,0,3,15.9
2022-02-28T05:00,-2,97,0,0,0,3,14.3
2022-02-28T06:00,-2.1,97,0,0,0,3,11.2
2022-02-28T07:00,-1,96,0,0,0,3,10.7
2022-02-28T08:00,-0.2,93,0,0,0,2,11
2022-02-28T09:00,1.1,84,0,0,0,1,11.4
2022-02-28T10:00,2.9,73,0,0,0,0,13.6
2022-02-28T11:00,4.3,63,0,0,0,0,15.3
